"","x"
"1",1
"2",1.13348406787962
"3",1.13348406787962
"4",0.979328213189729
"5",1.08239075140096
"6",1.05906539459713
"7",1.05906539459713
"8",1.05906539459713
"9",1.01383321858477
"10",1.09988177603576
"11",1.11647710541263
"12",1.19196755236946
"13",0.982269564052112
"14",0.914017096669413
"15",0.871593667450361
"16",0.952609050790779
"17",0.952609050790779
"18",0.811438474967145
"19",0.811438474967145
"20",0.859446693612263
"21",0.893173210178502
"22",1.00151325676125
"23",1.12198511152528
"24",0.96102484646719
"25",0.90650294309482
"26",0.90650294309482
"27",1.10781830900349
"28",1.09263431835454
"29",0.968473511287012
"30",0.968473511287012
"31",1.00740503014065
"32",1.05706107344013
"33",1.03391044149641
"34",0.89338785359636
"35",0.826852131066844
"36",0.850852471305989
"37",0.851390964793973
"38",0.851390964793973
"39",1.06829229833093
"40",1.07689866783563
"41",1.07689866783563
"42",1.06916260878556
"43",1.08933232699521
"44",1.08933232699521
"45",0.946534226434306
"46",0.946534226434306
"47",0.732867999747396
"48",0.77744875007309
"49",0.926804324910045
"50",0.926804324910045
"51",1.00417499189731
"52",1.00417499189731
"53",1.00417499189731
"54",1.15168225381058
"55",1.15168225381058
"56",1.03350696990732
"57",1.03350696990732
"58",0.913129748306237
"59",0.767906370796263
"60",0.767906370796263
"61",0.751976363603026
"62",0.733456641864032
"63",0.746270001409575
"64",0.746270001409575
"65",0.746270001409575
"66",0.746270001409575
"67",0.746270001409575
"68",0.746270001409575
"69",0.746270001409575
"70",0.679547023181803
"71",0.679547023181803
"72",0.746243307176046
"73",0.746243307176046
"74",0.902997919148765
"75",0.902997919148765
"76",0.809664477724582
"77",0.810035264217295
"78",0.810035264217295
"79",0.953682502754964
"80",0.987440881016664
"81",0.986413371139206
"82",1.15903153366875
"83",1.03331528789364
"84",1.02117061942816
"85",1.11080654969905
"86",1.01930183276068
"87",0.841420567519963
"88",0.841420567519963
"89",1.02430697450414
"90",1.03010612588376
"91",1.09517026979011
"92",1.07610120908357
"93",0.872043394506909
"94",0.872043394506909
"95",0.941994145340286
"96",0.875975556070916
"97",1.08531266880222
"98",1.0127705333801
"99",1.0127705333801
"100",0.944110232354142
"101",0.853027641512454
"102",0.853027641512454
"103",0.899698340906762
"104",0.899698340906762
"105",0.899698340906762
"106",1.03202759928536
"107",1.03202759928536
"108",1.05613691558596
"109",1.05613691558596
"110",0.874070968814194
"111",0.744943373906426
"112",0.749785912069492
"113",0.841220002458431
"114",0.778039831439965
"115",0.843911518082023
"116",1.07039400035515
"117",1.02262833732646
"118",1.17735426070169
"119",1.17016998608131
"120",1.2007110406179
"121",1.00261702900752
"122",0.869697042913176
"123",0.792175337229856
"124",0.787027326216922
"125",0.836676909225062
"126",0.969061929774471
"127",0.969061929774471
"128",0.969061929774471
"129",0.96769562383648
"130",0.96769562383648
"131",1.02189550205134
"132",1.02189550205134
"133",1.02189550205134
"134",1.02189550205134
"135",1.02189550205134
"136",0.907159034470097
"137",0.949955201689154
"138",0.949955201689154
"139",0.949955201689154
"140",0.835872969939374
"141",0.835872969939374
"142",0.835872969939374
"143",0.925395103697666
"144",0.773574396544137
"145",0.773574396544137
"146",0.773574396544137
"147",0.818563267332502
"148",0.769965088465252
"149",0.769965088465252
"150",0.769965088465252
"151",0.769965088465252
"152",0.769965088465252
"153",0.769965088465252
"154",0.97153879555408
"155",0.97153879555408
"156",0.877528407406062
"157",0.877528407406062
"158",0.849783470826224
"159",0.849783470826224
"160",0.767781229172834
"161",0.920395252690651
"162",0.884498818740249
"163",0.884498818740249
"164",0.884498818740249
"165",0.884498818740249
"166",0.910485144793057
"167",1.13391729403753
"168",1.14347158970777
"169",1.10002029770985
"170",1.13879463309888
"171",1.13879463309888
"172",1.13879463309888
"173",1.13879463309888
"174",0.971003639688716
"175",0.971003639688716
"176",0.971003639688716
"177",0.908085690159351
"178",0.908085690159351
"179",0.908085690159351
"180",0.840371997300536
"181",1.05337557935622
"182",1.05337557935622
"183",0.883020717171021
"184",0.920403768592515
"185",0.722863928610459
"186",0.722863928610459
"187",0.915788692468778
"188",0.915788692468778
"189",0.915788692468778
"190",1.06675331168342
"191",0.908158993725665
"192",0.905800650552847
"193",0.730020112921484
"194",0.816348949167878
"195",0.816348949167878
"196",0.816348949167878
"197",1.00849038114771
"198",1.06135803491808
"199",1.23003485220019
"200",1.23003485220019
"201",1.04953806402162
"202",1.04953806402162
"203",1.04953806402162
"204",1.04953806402162
"205",1.022295569079
"206",1.022295569079
"207",1.022295569079
"208",0.892475716881454
"209",0.892475716881454
"210",0.817227473175153
"211",0.817227473175153
"212",0.817227473175153
"213",0.914298185585067
"214",0.914298185585067
"215",0.914298185585067
"216",0.781934299706481
"217",0.781934299706481
"218",0.781934299706481
"219",0.922102327723987
"220",0.910113016203977
"221",0.88188667637296
"222",0.959247237313539
"223",0.939720377586782
"224",0.987698832023889
"225",0.987698832023889
"226",0.921417944794521
"227",1.10151303060353
"228",1.08967335120775
"229",0.908625981677324
"230",0.92334237924777
"231",0.92334237924777
"232",0.92334237924777
"233",0.92334237924777
"234",0.92334237924777
"235",0.92334237924777
"236",0.92334237924777
"237",0.775255546872504
"238",0.775255546872504
"239",0.702889935411513
"240",0.74391026601661
"241",0.74391026601661
"242",0.719311239412054
"243",0.719311239412054
"244",0.758593153376132
"245",0.838884091391228
"246",0.9977035661228
"247",0.770141519890167
"248",0.770141519890167
"249",0.939786738259718
"250",0.808437029439956
"251",0.856455346634612
"252",0.883075748691335
"253",0.883075748691335
"254",0.883075748691335
"255",0.883075748691335
"256",0.887283011949621
"257",0.887283011949621
"258",0.720876821330749
"259",0.786359994797967
"260",0.959705031514168
"261",0.802101075607352
"262",0.739558985675685
"263",0.739558985675685
"264",0.950894421953708
"265",1.1104878595937
"266",1.1104878595937
"267",1.1104878595937
"268",0.899033680078574
"269",0.899033680078574
"270",0.95847402122803
"271",0.908837081408128
"272",0.908837081408128
"273",0.932751777134836
"274",0.864150807671249
"275",0.968973842477426
"276",1.14562388579827
"277",1.14562388579827
"278",1.05512359202374
"279",1.05512359202374
"280",1.06532062118873
"281",1.06532062118873
"282",1.23177154096309
"283",1.23177154096309
"284",1.22262703462038
"285",1.06709273921791
"286",1.06709273921791
"287",1.03928894735873
"288",0.848934075483121
"289",0.848934075483121
"290",0.782247028723359
"291",0.782247028723359
"292",0.782247028723359
"293",0.769953437577933
"294",0.974287654496729
"295",0.974287654496729
"296",0.974287654496729
"297",0.835522025288083
"298",0.835522025288083
"299",0.788265124419704
"300",0.86108730097767
"301",0.834710914553143
"302",0.858274938417599
"303",0.885317482957617
"304",0.971460906090215
"305",0.891595359072089
"306",0.929272847436369
"307",0.869091338897124
"308",0.869091338897124
"309",0.867123176157475
"310",0.867123176157475
"311",1.06624434088822
"312",0.906066474099644
"313",0.906066474099644
"314",0.906066474099644
"315",0.906066474099644
"316",0.976764509459027
"317",1.0150593742542
"318",1.0150593742542
"319",0.964159520789981
"320",1.12776015722193
"321",1.12776015722193
"322",1.12503412162885
"323",1.17493662366644
"324",1.17493662366644
"325",1.17493662366644
"326",1.17493662366644
"327",1.17493662366644
"328",1.01531677432824
"329",0.933400503313169
"330",0.933400503313169
"331",0.918072158852593
"332",0.961498576495797
"333",0.961498576495797
"334",0.961498576495797
"335",0.961498576495797
"336",0.865403936789371
"337",0.865403936789371
"338",0.865403936789371
"339",1.08603300783318
"340",1.08603300783318
"341",1.27698066571262
"342",1.05751148380805
"343",1.0330503615411
"344",1.01964667644817
"345",0.972586873103865
"346",1.01545588752721
"347",1.01545588752721
"348",1.01545588752721
"349",1.02688414921518
"350",1.13229722349905
"351",1.13229722349905
"352",1.13229722349905
"353",0.907771131945775
"354",0.81923500653822
"355",0.728009632751346
"356",0.728009632751346
"357",0.956418678560295
"358",0.956418678560295
"359",0.852025903076865
"360",0.852025903076865
"361",0.924454084653408
"362",1.14544476064853
"363",1.03568792212755
"364",0.849269844517113
"365",0.910516055636109
"366",0.921248466973194
"367",0.936183918961325
"368",0.936183918961325
"369",0.936183918961325
"370",0.93088845353108
"371",0.891433516344988
"372",0.777247453182937
"373",0.777247453182937
"374",0.757759687113577
"375",0.875223511713558
"376",0.921105722156354
"377",0.785259336652235
"378",0.785259336652235
"379",0.712050531166607
"380",0.807896110732109
"381",0.87094412686769
"382",0.739630571003073
"383",0.836815320583993
"384",1.03964599383064
"385",0.95333702009637
"386",0.95333702009637
"387",0.95333702009637
"388",0.868384931278416
"389",0.868384931278416
"390",0.938136564963498
"391",0.956250898092986
"392",0.956250898092986
"393",0.93090048109647
"394",0.93090048109647
"395",1.03211415630765
"396",0.849061153726653
"397",0.940389654301108
"398",0.822687417222188
"399",1.01177956673782
"400",0.985621617180296
"401",1.02254296678118
"402",0.827439008997754
"403",0.827439008997754
"404",0.645176361729392
"405",0.645176361729392
"406",0.874923625201919
"407",1.02955541611649
"408",0.86377846798394
"409",0.78232673753053
"410",0.78232673753053
"411",0.979704905720428
"412",0.979704905720428
"413",1.12598369470332
"414",0.977072624624707
"415",1.00887924583163
"416",0.824695497127251
"417",0.914719865601511
"418",0.914719865601511
