"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"113",0.232443275788507,0.331260188236763,0.215470046038892,0.274831390618469,0.0484272631002246,0.0516680903290502,0.114935438940397,0.0440126721705391,0.0096236446007349,0.00369677398668927
"114",0.228416252429636,0.334900857341488,0.23411538075396,0.294717580054853,0.060271378781811,0.0700859060866767,0.151812168082757,0.0643920803601202,0.0156789980435581,0.00646387415383858
"115",0.224213287954661,0.337803567357015,0.253245910602774,0.314584404361771,0.0743082109253354,0.0934333526029483,0.196432652791725,0.0918553598620199,0.0248366802269199,0.0109642348097516
"116",0.219847402762533,0.339947489953435,0.272711906358834,0.334228061810877,0.090743873651093,0.122402131415407,0.248971141180486,0.127745702272729,0.0382462762524215,0.018037937959201
"117",0.215331879727599,0.341317790432113,0.292346952349427,0.353435627577787,0.109752057412909,0.157565497877135,0.309104035329085,0.173194358408566,0.0572474665433246,0.0287777107945894
"118",0.21068019544914,0.34190577985679,0.311970315910439,0.371989218997695,0.131459546901877,0.19929817406982,0.375915487947195,0.228910156592853,0.0832859977360702,0.0445197416673557
"119",0.205905952362459,0.341708976645479,0.331389861777873,0.389670504998615,0.155931470948994,0.24769394587211,0.447849102654999,0.294957660639162,0.117770930283054,0.0667835460986028
"120",0.201022812177967,0.340731077907968,0.350405443167737,0.406265416492695,0.183157237068075,0.302490178411241,0.522722053710523,0.370558745518576,0.161875004423862,0.0971462285186527
"121",0.196044431084909,0.338981842777527,0.368812678678604,0.421568901402109,0.213038215640603,0.363009720246317,0.597811089828384,0.453957953933959,0.216293946010824,0.137045760919047
"122",0.190984397123658,0.33647689183077,0.386407004960165,0.435389562205074,0.245378270693234,0.428130508820755,0.670010149815058,0.542389905056536,0.280995906417032,0.187523213503813
"123",0.185856170095085,0.333237428365105,0.402987880465134,0.447554015831664,0.279878170346196,0.496291387166891,0.736048243228592,0.632175901392372,0.355005012931318,0.24893299929164
"124",0.180673024337998,0.329289888770408,0.418363006444846,0.457910825378427,0.316134744136853,0.565539224264923,0.792745887338985,0.71895759396912,0.436268701582445,0.320668632898827
"125",0.175447994667151,0.32466553045272,0.432352428209982,0.46633386989261,0.35364539144083,0.633617747789435,0.837280844854725,0.798051392715848,0.521653518339225,0.400963332986603
"126",0.170193825724251,0.319399966723382,0.444792382783631,0.472725041438321,0.391818201765855,0.698093185540332,0.867430826556522,0.864883330825079,0.607097183223966,0.486824424733206
"127",0.164922924954368,0.313532658744095,0.45553876824575,0.477016186464714,0.429987550996068,0.756506694424207,0.881762991917223,0.915445944913013,0.687918007905549,0.574144802636619
"128",0.159647319380148,0.307106375009859,0.464470124773015,0.479170239531868,0.467434622948635,0.806539490102817,0.879747204352881,0.946711043635278,0.75925158944228,0.65800477630583
"129",0.15437861630615,0.300166628971331,0.471490036801428,0.479181530011319,0.503411912302792,0.846174294309878,0.861780764147285,0.956937259323453,0.816556457321442,0.733139212661917
"130",0.149127968047297,0.292761105253065,0.476528888750978,0.477075274672902,0.537170431897377,0.873836620196098,0.829124733733498,0.945828187080049,0.856112379566522,0.794507275225213
"131",0.143906040737573,0.284939084541844,0.479544932122219,0.472906299465272,0.567988108323611,0.88850157064001,0.783763735475653,0.914522014925963,0.875432406926214,0.83787537225674
"132",0.138722987239294,0.276750876625646,0.480524648135178,0.46675706083064,0.59519772902639,0.88975589328528,0.728210256161645,0.865421295107807,0.873523615656202,0.860315932424998
"133",0.133588424139152,0.26824727029036,0.479482416098947,0.458735059392068,0.618212813963354,0.877810364794233,0.665279714739157,0.801896029900033,0.850958746136861,0.860538144683327
"134",0.128511412785184,0.259479007864827,0.476459522126387,0.448969755989122,0.636549923893735,0.853463327180039,0.597863390894044,0.727909849996846,0.809755004306129,0.838998693927225
"135",0.123500444289265,0.250496291179999,0.471522564550423,0.4376091113416,0.649846171109761,0.818021512232325,0.52872317934839,0.647625277874034,0.753089254580157,0.797782702811214
"136",0.11856342839244,0.24134832461171,0.464761330589725,0.424815875991245,0.657871041326907,0.773188441622402,0.460326091192695,0.565039978083672,0.684903582542795,0.740287074528084
"137",0.113707686065693,0.232082899743838,0.456286232834855,0.4107637568361,0.660532034219599,0.720933205363713,0.394728876168881,0.483693766833009,0.609467288797407,0.670770534551014
"138",0.108939945697107,0.222746025052088,0.446225403628744,0.395633581056448,0.657874047695968,0.663353129403993,0.333515509436605,0.406469555050895,0.530959836259956,0.593850648865948
"139",0.104266342696699,0.21338160289688,0.434721550327382,0.379609568277797,0.650072830982453,0.602542869060236,0.277783736894707,0.335494162952957,0.453126407079602,0.514026460639297
"140",0.0996924223340992,0.204031155054069,0.421928674898211,0.362875808333873,0.637423181762798,0.540480167281229,0.228172149956703,0.272130259293974,0.379037981260983,0.435289117177707
"141",0.095223145610207,0.194733597024319,0.408008757733198,0.345613025970244,0.620322838178931,0.478935392806212,0.184916647510216,0.217040539701303,0.310966353553812,0.360857881523844
"142",0.0908628979527239,0.185525060463479,0.393128498457245,0.327995696270978,0.599253201761149,0.419408556816312,0.14792452023104,0.170300322596128,0.250365707978097,0.29305203980257
"143",0.0866155005171684,0.17643876228105,0.37745619656423,0.310189556472248,0.574758116410745,0.363094276975425,0.11685535889378,0.131534526486662,0.197939161157971,0.233286219341173
"144",0.0824842238684216,0.167504918267203,0.36115884264201,0.29234954200076,0.547421924697196,0.310872476282209,0.0912000024900134,0.100058280332965,0.153762117657309,0.182161124725626
"145",0.0784718038144363,0.158750698538803,0.344399477502802,0.274618157806481,0.517847937007134,0.263320684457818,0.0703512520649033,0.0750057048423901,0.117433806763302,0.139614774965172
"146",0.0745804591620683,0.150200221639181,0.327334862440554,0.257124280922352,0.486638298147555,0.220742717494272,0.0536626134139121,0.0554372746938173,0.0882324043411156,0.105099987101256
"147",0.0708119111653058,0.141874583783195,0.310113489756734,0.239982377109869,0.454376039770593,0.183208189218205,0.0404935615030363,0.0404215515580773,0.0652556980244869,0.0777598303343237
"148",0.0671674044389852,0.133791919505235,0.292873949210986,0.223292103717583,0.421609886270786,0.150597614686043,0.0302415527516759,0.0290913153847852,0.0475364754847332,0.0565814151287068
"149",0.063647729114881,0.125967489831929,0.275743653632421,0.207138262586444,0.388842156210906,0.122648612267077,0.0223621877995523,0.0206769709886612,0.0341283176263049,0.0405173424588176
